time,target_idx,range_m,azimuth_deg,deg_error
50.36,5,497.4851,316.6947,-0.5000
50.37,5,496.8273,316.5789,-0.5000
50.38,5,496.1684,316.4629,-0.6000
50.39,5,495.5085,316.3467,-0.6000
50.4,5,494.8476,316.2303,-0.6000
50.41,5,494.1856,316.1137,-0.7000
50.42,5,493.5226,315.9970,-0.7000
50.43,5,492.8585,315.8801,-0.8000
50.44,5,492.1934,315.7630,-0.8000
50.45,5,491.5273,315.6457,-0.8000
50.46,5,490.8602,315.5283,-0.9000
50.47,5,490.1920,315.4106,-0.9000
50.48,5,489.5229,315.2928,-0.9000
50.49,5,488.8527,315.1748,-1.0000
50.5,5,488.1816,315.0566,-1.0000
50.51,5,487.5095,314.9382,-1.1000
50.52,5,486.8363,314.8196,-1.1000
50.53,5,486.1622,314.7008,-1.1000
50.54,5,485.4872,314.5818,-1.2000
50.55,5,484.8111,314.4627,-1.2000
50.56,5,484.1341,314.3433,-1.3000
50.57,5,483.4561,314.2237,-1.3000
50.58,5,482.7772,314.1040,-1.3000
50.59,5,482.0973,313.9840,-1.4000
50.6,5,481.4165,313.8639,-1.4000
50.61,5,480.7348,313.7435,-1.5000
50.62,5,480.0521,313.6230,-1.5000
50.63,5,479.3685,313.5022,-1.5000
50.64,5,478.6839,313.3813,-1.6000
50.65,5,477.9985,313.2601,-1.6000
50.66,5,477.3121,313.1387,-1.7000
50.67,5,476.6249,313.0172,-1.7000
50.68,5,475.9367,312.8954,-1.7000
50.69,5,475.2477,312.7734,-1.8000
50.7,5,474.5577,312.6512,-1.8000
50.71,5,473.8669,312.5288,-1.9000
50.72,5,473.1752,312.4061,-1.9000
50.73,5,472.4826,312.2833,-2.0000
50.74,5,471.7892,312.1602,-2.0000
50.75,5,471.0949,312.0370,-2.0000
50.76,5,470.3998,311.9135,-2.1000
50.77,5,469.7038,311.7897,-2.1000
50.78,5,469.0069,311.6658,-2.2000
50.79,5,468.3093,311.5417,-2.2000
50.8,5,467.6108,311.4173,-2.3000
50.81,5,466.9115,311.2927,-2.3000
50.82,5,466.2113,311.1678,-2.4000
50.83,5,465.5104,311.0428,-2.4000
50.84,5,464.8086,310.9175,-2.4000
50.85,5,464.1061,310.7920,-2.5000
50.86,5,463.4028,310.6663,-2.5000
50.87,5,462.6986,310.5403,-2.6000
50.88,5,461.9937,310.4141,-2.6000
50.89,5,461.2880,310.2876,-2.7000
50.9,5,460.5816,310.1609,-2.7000
50.91,5,459.8744,310.0340,-2.8000
50.92,5,459.1664,309.9069,-2.8000
50.93,5,458.4577,309.7795,-2.9000
50.94,5,457.7483,309.6518,-2.9000
50.95,5,457.0381,309.5240,-3.0000
50.96,5,456.3272,309.3958,-3.0000
50.97,5,455.6155,309.2675,-3.1000
50.98,5,454.9032,309.1389,-3.1000
50.99,5,454.1901,309.0100,-3.2000
51,5,453.4763,308.8809,-3.2000
51.01,5,452.7619,308.7515,-3.2000
51.02,5,452.0467,308.6219,-3.3000
51.03,5,451.3309,308.4920,-3.3000
51.04,5,450.6144,308.3619,-3.4000
51.05,5,449.8972,308.2315,-3.4000
51.06,5,449.1794,308.1009,-3.5000
51.07,5,448.4609,307.9700,-3.6000
51.08,5,447.7417,307.8388,-3.6000
51.09,5,447.0219,307.7074,-3.7000
51.1,5,446.3015,307.5757,-3.7000
51.11,5,445.5804,307.4437,-3.8000
51.12,5,444.8588,307.3115,-3.8000
51.13,5,444.1365,307.1790,-3.9000
51.14,5,443.4136,307.0462,-3.9000
51.15,5,442.6901,306.9132,-4.0000
51.16,5,441.9660,306.7799,-4.0000
51.17,5,441.2413,306.6463,-4.1000
51.18,5,440.5160,306.5125,-4.1000
51.19,5,439.7902,306.3783,-4.2000
51.2,5,439.0638,306.2439,-4.2000
51.21,5,438.3369,306.1092,-4.3000
51.22,5,437.6094,305.9742,-4.3000
51.23,5,436.8813,305.8389,-4.4000
51.24,5,436.1528,305.7034,-4.5000
51.25,5,435.4237,305.5675,-4.5000
51.26,5,434.6940,305.4314,-4.6000
51.27,5,433.9639,305.2950,-4.6000
51.28,5,433.2333,305.1583,-4.7000
51.29,5,432.5021,305.0212,-4.7000
51.3,5,431.7705,304.8839,-4.8000
51.31,5,431.0384,304.7463,-4.9000
51.32,5,430.3058,304.6084,-4.9000
51.33,5,429.5728,304.4702,-5.0000
61.27,1,282.8427,225.0000,-4.9000
61.28,1,282.8427,225.0000,-4.8000
61.29,1,282.8427,225.0000,-4.8000
61.3,1,282.8427,225.0000,-4.7000
61.31,1,282.8427,225.0000,-4.6000
61.32,1,282.8427,225.0000,-4.5000
61.33,1,282.8427,225.0000,-4.4000
61.34,1,282.8427,225.0000,-4.4000
61.35,1,282.8427,225.0000,-4.3000
61.36,1,282.8427,225.0000,-4.2000
61.37,1,282.8427,225.0000,-4.1000
61.38,1,282.8427,225.0000,-4.0000
61.39,1,282.8427,225.0000,-4.0000
61.4,1,282.8427,225.0000,-3.9000
61.41,1,282.8427,225.0000,-3.8000
61.42,1,282.8427,225.0000,-3.7000
61.43,1,282.8427,225.0000,-3.6000
61.44,1,282.8427,225.0000,-3.6000
61.45,1,282.8427,225.0000,-3.5000
61.46,1,282.8427,225.0000,-3.4000
61.47,1,282.8427,225.0000,-3.3000
61.48,1,282.8427,225.0000,-3.2000
61.49,1,282.8427,225.0000,-3.2000
61.5,1,282.8427,225.0000,-3.1000
61.51,1,282.8427,225.0000,-3.0000
61.52,1,282.8427,225.0000,-2.9000
61.53,1,282.8427,225.0000,-2.8000
61.54,1,282.8427,225.0000,-2.8000
61.55,1,282.8427,225.0000,-2.7000
61.56,1,282.8427,225.0000,-2.6000
61.57,1,282.8427,225.0000,-2.5000
61.58,1,282.8427,225.0000,-2.4000
61.59,1,282.8427,225.0000,-2.4000
61.6,1,282.8427,225.0000,-2.3000
61.61,1,282.8427,225.0000,-2.2000
61.62,1,282.8427,225.0000,-2.1000
61.63,1,282.8427,225.0000,-2.0000
61.64,1,282.8427,225.0000,-2.0000
61.65,1,282.8427,225.0000,-1.9000
61.66,1,282.8427,225.0000,-1.8000
61.67,1,282.8427,225.0000,-1.7000
61.68,1,282.8427,225.0000,-1.6000
61.69,1,282.8427,225.0000,-1.6000
61.7,1,282.8427,225.0000,-1.5000
61.71,1,282.8427,225.0000,-1.4000
61.72,1,282.8427,225.0000,-1.3000
61.73,1,282.8427,225.0000,-1.2000
61.74,1,282.8427,225.0000,-1.2000
61.75,1,282.8427,225.0000,-1.1000
61.76,1,282.8427,225.0000,-1.0000
61.77,1,282.8427,225.0000,-0.9000
61.78,1,282.8427,225.0000,-0.8000
61.79,1,282.8427,225.0000,-0.8000
61.8,1,282.8427,225.0000,-0.7000
61.81,1,282.8427,225.0000,-0.6000
61.82,1,282.8427,225.0000,-0.5000
61.83,1,282.8427,225.0000,-0.4000
61.84,1,282.8427,225.0000,-0.4000
61.85,1,282.8427,225.0000,-0.3000
61.86,1,282.8427,225.0000,-0.2000
61.87,1,282.8427,225.0000,-0.1000
61.88,1,282.8427,225.0000,0.0000
61.89,1,282.8427,225.0000,0.0000
61.9,1,282.8427,225.0000,0.1000
61.91,1,282.8427,225.0000,0.2000
61.92,1,282.8427,225.0000,0.3000
61.93,1,282.8427,225.0000,0.4000
61.94,1,282.8427,225.0000,0.4000
61.95,1,282.8427,225.0000,0.5000
61.96,1,282.8427,225.0000,0.6000
61.97,1,282.8427,225.0000,0.7000
61.98,1,282.8427,225.0000,0.8000
61.99,1,282.8427,225.0000,0.8000
62,1,282.8427,225.0000,0.9000
62.01,1,282.8427,225.0000,1.0000
62.02,1,282.8427,225.0000,1.1000
62.03,1,282.8427,225.0000,1.2000
62.04,1,282.8427,225.0000,1.2000
62.05,1,282.8427,225.0000,1.3000
62.06,1,282.8427,225.0000,1.4000
62.07,1,282.8427,225.0000,1.5000
62.08,1,282.8427,225.0000,1.6000
62.09,1,282.8427,225.0000,1.6000
62.1,1,282.8427,225.0000,1.7000
62.11,1,282.8427,225.0000,1.8000
62.12,1,282.8427,225.0000,1.9000
62.13,1,282.8427,225.0000,2.0000
62.14,1,282.8427,225.0000,2.0000
62.15,1,282.8427,225.0000,2.1000
62.16,1,282.8427,225.0000,2.2000
62.17,1,282.8427,225.0000,2.3000
62.18,1,282.8427,225.0000,2.4000
62.19,1,282.8427,225.0000,2.4000
62.2,1,282.8427,225.0000,2.5000
62.21,1,282.8427,225.0000,2.6000
62.22,1,282.8427,225.0000,2.7000
62.23,1,282.8427,225.0000,2.8000
62.24,1,282.8427,225.0000,2.8000
62.25,1,282.8427,225.0000,2.9000
62.26,1,282.8427,225.0000,3.0000
62.27,1,282.8427,225.0000,3.1000
62.28,1,282.8427,225.0000,3.2000
62.29,1,282.8427,225.0000,3.2000
62.3,1,282.8427,225.0000,3.3000
62.31,1,282.8427,225.0000,3.4000
62.32,1,282.8427,225.0000,3.5000
62.33,1,282.8427,225.0000,3.6000
62.34,1,282.8427,225.0000,3.6000
62.35,1,282.8427,225.0000,3.7000
62.36,1,282.8427,225.0000,3.8000
62.37,1,282.8427,225.0000,3.9000
62.38,1,282.8427,225.0000,4.0000
62.39,1,282.8427,225.0000,4.0000
62.4,1,282.8427,225.0000,4.1000
62.41,1,282.8427,225.0000,4.2000
62.42,1,282.8427,225.0000,4.3000
62.43,1,282.8427,225.0000,4.4000
62.44,1,282.8427,225.0000,4.4000
62.45,1,282.8427,225.0000,4.5000
62.46,1,282.8427,225.0000,4.6000
62.47,1,282.8427,225.0000,4.7000
62.48,1,282.8427,225.0000,4.8000
62.49,1,282.8427,225.0000,4.8000
62.5,1,282.8427,225.0000,4.9000
62.51,1,282.8427,225.0000,5.0000
64.12,3,200.0000,202.1416,-5.0000
64.13,3,200.0000,202.3135,-4.7000
64.14,3,200.0000,202.4854,-4.5000
64.15,3,200.0000,202.6573,-4.2000
64.16,3,200.0000,202.8292,-4.0000
64.17,3,200.0000,203.0011,-3.7000
64.18,3,200.0000,203.1729,-3.5000
64.19,3,200.0000,203.3448,-3.2000
64.2,3,200.0000,203.5167,-3.0000
64.21,3,200.0000,203.6886,-2.7000
64.22,3,200.0000,203.8605,-2.5000
64.23,3,200.0000,204.0324,-2.2000
64.24,3,200.0000,204.2043,-2.0000
64.25,3,200.0000,204.3762,-1.7000
64.26,3,200.0000,204.5480,-1.5000
64.27,3,200.0000,204.7199,-1.2000
64.28,3,200.0000,204.8918,-0.9000
64.29,3,200.0000,205.0637,-0.7000
64.3,3,200.0000,205.2356,-0.4000
64.31,3,200.0000,205.4075,-0.2000
64.32,3,200.0000,205.5794,0.1000
64.33,3,200.0000,205.7512,0.3000
64.34,3,200.0000,205.9231,0.6000
64.35,3,200.0000,206.0950,0.8000
64.36,3,200.0000,206.2669,1.1000
64.37,3,200.0000,206.4388,1.3000
64.38,3,200.0000,206.6107,1.6000
64.39,3,200.0000,206.7826,1.8000
64.4,3,200.0000,206.9545,2.1000
64.41,3,200.0000,207.1263,2.3000
64.42,3,200.0000,207.2982,2.6000
64.43,3,200.0000,207.4701,2.8000
64.44,3,200.0000,207.6420,3.1000
64.45,3,200.0000,207.8139,3.3000
64.46,3,200.0000,207.9858,3.6000
64.47,3,200.0000,208.1577,3.8000
64.48,3,200.0000,208.3296,4.1000
64.49,3,200.0000,208.5014,4.3000
64.5,3,200.0000,208.6733,4.6000
64.51,3,200.0000,208.8452,4.8000
78.42,3,200.0000,87.9405,-4.8000
78.43,3,200.0000,88.1124,-4.5000
78.44,3,200.0000,88.2843,-4.3000
78.45,3,200.0000,88.4562,-4.0000
78.46,3,200.0000,88.6281,-3.8000
78.47,3,200.0000,88.7999,-3.5000
78.48,3,200.0000,88.9718,-3.3000
78.49,3,200.0000,89.1437,-3.0000
78.5,3,200.0000,89.3156,-2.8000
78.51,3,200.0000,89.4875,-2.5000
78.52,3,200.0000,89.6594,-2.3000
78.53,3,200.0000,89.8313,-2.0000
78.54,3,200.0000,90.0032,-1.8000
78.55,3,200.0000,90.1750,-1.5000
78.56,3,200.0000,90.3469,-1.3000
78.57,3,200.0000,90.5188,-1.0000
78.58,3,200.0000,90.6907,-0.7000
78.59,3,200.0000,90.8626,-0.5000
78.6,3,200.0000,91.0345,-0.2000
78.61,3,200.0000,91.2064,0.0000
78.62,3,200.0000,91.3783,0.3000
78.63,3,200.0000,91.5501,0.5000
78.64,3,200.0000,91.7220,0.8000
78.65,3,200.0000,91.8939,1.0000
78.66,3,200.0000,92.0658,1.3000
78.67,3,200.0000,92.2377,1.5000
78.68,3,200.0000,92.4096,1.8000
78.69,3,200.0000,92.5815,2.0000
78.7,3,200.0000,92.7534,2.3000
78.71,3,200.0000,92.9252,2.5000
78.72,3,200.0000,93.0971,2.8000
78.73,3,200.0000,93.2690,3.0000
78.74,3,200.0000,93.4409,3.3000
78.75,3,200.0000,93.6128,3.5000
78.76,3,200.0000,93.7847,3.8000
78.77,3,200.0000,93.9566,4.0000
78.78,3,200.0000,94.1285,4.3000
78.79,3,200.0000,94.3003,4.5000
78.8,3,200.0000,94.4722,4.8000
83.77,0,282.8427,45.0000,-4.9000
83.78,0,282.8427,45.0000,-4.8000
83.79,0,282.8427,45.0000,-4.8000
83.8,0,282.8427,45.0000,-4.7000
83.81,0,282.8427,45.0000,-4.6000
83.82,0,282.8427,45.0000,-4.5000
83.83,0,282.8427,45.0000,-4.4000
83.84,0,282.8427,45.0000,-4.4000
83.85,0,282.8427,45.0000,-4.3000
83.86,0,282.8427,45.0000,-4.2000
83.87,0,282.8427,45.0000,-4.1000
83.88,0,282.8427,45.0000,-4.0000
83.89,0,282.8427,45.0000,-4.0000
83.9,0,282.8427,45.0000,-3.9000
83.91,0,282.8427,45.0000,-3.8000
83.92,0,282.8427,45.0000,-3.7000
83.93,0,282.8427,45.0000,-3.6000
83.94,0,282.8427,45.0000,-3.6000
83.95,0,282.8427,45.0000,-3.5000
83.96,0,282.8427,45.0000,-3.4000
83.97,0,282.8427,45.0000,-3.3000
83.98,0,282.8427,45.0000,-3.2000
83.99,0,282.8427,45.0000,-3.2000
84,0,282.8427,45.0000,-3.1000
84.01,0,282.8427,45.0000,-3.0000
84.02,0,282.8427,45.0000,-2.9000
84.03,0,282.8427,45.0000,-2.8000
84.04,0,282.8427,45.0000,-2.8000
84.05,0,282.8427,45.0000,-2.7000
84.06,0,282.8427,45.0000,-2.6000
84.07,0,282.8427,45.0000,-2.5000
84.08,0,282.8427,45.0000,-2.4000
84.09,0,282.8427,45.0000,-2.4000
84.1,0,282.8427,45.0000,-2.3000
84.11,0,282.8427,45.0000,-2.2000
84.12,0,282.8427,45.0000,-2.1000
84.13,0,282.8427,45.0000,-2.0000
84.14,0,282.8427,45.0000,-2.0000
84.15,0,282.8427,45.0000,-1.9000
84.16,0,282.8427,45.0000,-1.8000
84.17,0,282.8427,45.0000,-1.7000
84.18,0,282.8427,45.0000,-1.6000
84.19,0,282.8427,45.0000,-1.6000
84.2,0,282.8427,45.0000,-1.5000
84.21,0,282.8427,45.0000,-1.4000
84.22,0,282.8427,45.0000,-1.3000
84.23,0,282.8427,45.0000,-1.2000
84.24,0,282.8427,45.0000,-1.2000
84.25,0,282.8427,45.0000,-1.1000
84.26,0,282.8427,45.0000,-1.0000
84.27,0,282.8427,45.0000,-0.9000
84.28,0,282.8427,45.0000,-0.8000
84.29,0,282.8427,45.0000,-0.8000
84.3,0,282.8427,45.0000,-0.7000
84.31,0,282.8427,45.0000,-0.6000
84.32,0,282.8427,45.0000,-0.5000
84.33,0,282.8427,45.0000,-0.4000
84.34,0,282.8427,45.0000,-0.4000
84.35,0,282.8427,45.0000,-0.3000
84.36,0,282.8427,45.0000,-0.2000
84.37,0,282.8427,45.0000,-0.1000
84.38,0,282.8427,45.0000,0.0000
84.39,0,282.8427,45.0000,0.0000
84.4,0,282.8427,45.0000,0.1000
84.41,0,282.8427,45.0000,0.2000
84.42,0,282.8427,45.0000,0.3000
84.43,0,282.8427,45.0000,0.4000
84.44,0,282.8427,45.0000,0.4000
84.45,0,282.8427,45.0000,0.5000
84.46,0,282.8427,45.0000,0.6000
84.47,0,282.8427,45.0000,0.7000
84.48,0,282.8427,45.0000,0.8000
84.49,0,282.8427,45.0000,0.8000
84.5,0,282.8427,45.0000,0.9000
84.51,0,282.8427,45.0000,1.0000
84.52,0,282.8427,45.0000,1.1000
84.53,0,282.8427,45.0000,1.2000
84.54,0,282.8427,45.0000,1.2000
84.55,0,282.8427,45.0000,1.3000
84.56,0,282.8427,45.0000,1.4000
84.57,0,282.8427,45.0000,1.5000
84.58,0,282.8427,45.0000,1.6000
84.59,0,282.8427,45.0000,1.6000
84.6,0,282.8427,45.0000,1.7000
84.61,0,282.8427,45.0000,1.8000
84.62,0,282.8427,45.0000,1.9000
84.63,0,282.8427,45.0000,2.0000
84.64,0,282.8427,45.0000,2.0000
84.65,0,282.8427,45.0000,2.1000
84.66,0,282.8427,45.0000,2.2000
84.67,0,282.8427,45.0000,2.3000
84.68,0,282.8427,45.0000,2.4000
84.69,0,282.8427,45.0000,2.4000
84.7,0,282.8427,45.0000,2.5000
84.71,0,282.8427,45.0000,2.6000
84.72,0,282.8427,45.0000,2.7000
84.73,0,282.8427,45.0000,2.8000
84.74,0,282.8427,45.0000,2.8000
84.75,0,282.8427,45.0000,2.9000
84.76,0,282.8427,45.0000,3.0000
84.77,0,282.8427,45.0000,3.1000
84.78,0,282.8427,45.0000,3.2000
84.79,0,282.8427,45.0000,3.2000
84.8,0,282.8427,45.0000,3.3000
84.81,0,282.8427,45.0000,3.4000
84.82,0,282.8427,45.0000,3.5000
84.83,0,282.8427,45.0000,3.6000
84.84,0,282.8427,45.0000,3.6000
84.85,0,282.8427,45.0000,3.7000
84.86,0,282.8427,45.0000,3.8000
84.87,0,282.8427,45.0000,3.9000
84.88,0,282.8427,45.0000,4.0000
84.89,0,282.8427,45.0000,4.0000
84.9,0,282.8427,45.0000,4.1000
84.91,0,282.8427,45.0000,4.2000
84.92,0,282.8427,45.0000,4.3000
84.93,0,282.8427,45.0000,4.4000
84.94,0,282.8427,45.0000,4.4000
84.95,0,282.8427,45.0000,4.5000
84.96,0,282.8427,45.0000,4.6000
84.97,0,282.8427,45.0000,4.7000
84.98,0,282.8427,45.0000,4.8000
84.99,0,282.8427,45.0000,4.8000
85,0,282.8427,45.0000,4.9000
85.01,0,282.8427,45.0000,5.0000
90.5,5,322.8559,0.9997,4.9000
90.51,5,323.5454,0.7932,4.8000
90.52,5,324.2361,0.5873,4.7000
90.53,5,324.9282,0.3822,4.5000
90.54,5,325.6216,0.1777,4.4000
90.55,5,326.3161,359.9738,4.3000
90.56,5,327.0119,359.7707,4.2000
90.57,5,327.7089,359.5681,4.0000
90.58,5,328.4071,359.3662,3.9000
90.59,5,329.1065,359.1650,3.8000
90.6,5,329.8070,358.9644,3.7000
90.61,5,330.5087,358.7645,3.6000
90.62,5,331.2115,358.5652,3.4000
90.63,5,331.9154,358.3665,3.3000
90.64,5,332.6204,358.1685,3.2000
90.65,5,333.3264,357.9710,3.1000
90.66,5,334.0335,357.7743,3.0000
90.67,5,334.7417,357.5781,2.9000
90.68,5,335.4508,357.3825,2.7000
90.69,5,336.1610,357.1876,2.6000
90.7,5,336.8722,356.9933,2.5000
90.71,5,337.5843,356.7996,2.4000
90.72,5,338.2974,356.6065,2.3000
90.73,5,339.0114,356.4140,2.2000
90.74,5,339.7264,356.2221,2.1000
90.75,5,340.4422,356.0308,2.0000
90.76,5,341.1590,355.8401,1.8000
90.77,5,341.8767,355.6500,1.7000
90.78,5,342.5952,355.4605,1.6000
90.79,5,343.3145,355.2716,1.5000
90.8,5,344.0347,355.0833,1.4000
90.81,5,344.7557,354.8955,1.3000
90.82,5,345.4775,354.7083,1.2000
90.83,5,346.2001,354.5217,1.1000
90.84,5,346.9235,354.3357,1.0000
90.85,5,347.6476,354.1502,0.9000
90.86,5,348.3725,353.9653,0.8000
90.87,5,349.0981,353.7809,0.7000
90.88,5,349.8244,353.5971,0.6000
90.89,5,350.5514,353.4139,0.5000
90.9,5,351.2791,353.2312,0.4000
90.91,5,352.0074,353.0491,0.2000
90.92,5,352.7364,352.8676,0.1000
90.93,5,353.4661,352.6865,0.0000
90.94,5,354.1964,352.5060,-0.1000
90.95,5,354.9273,352.3261,-0.2000
90.96,5,355.6588,352.1467,-0.3000
90.97,5,356.3909,351.9678,-0.4000
90.98,5,357.1235,351.7895,-0.5000
90.99,5,357.8568,351.6116,-0.5000
91,5,358.5905,351.4343,-0.6000
91.01,5,359.3248,351.2576,-0.7000
91.02,5,360.0596,351.0813,-0.8000
91.03,5,360.7950,350.9056,-0.9000
91.04,5,361.5308,350.7304,-1.0000
91.05,5,362.2671,350.5557,-1.1000
91.06,5,363.0038,350.3815,-1.2000
91.07,5,363.7410,350.2078,-1.3000
91.08,5,364.4787,350.0346,-1.4000
91.09,5,365.2167,349.8619,-1.5000
91.1,5,365.9552,349.6897,-1.6000
91.11,5,366.6941,349.5180,-1.7000
91.12,5,367.4334,349.3468,-1.8000
91.13,5,368.1730,349.1760,-1.9000
91.14,5,368.9131,349.0058,-2.0000
91.15,5,369.6534,348.8360,-2.0000
91.16,5,370.3941,348.6668,-2.1000
91.17,5,371.1352,348.4980,-2.2000
91.18,5,371.8765,348.3297,-2.3000
91.19,5,372.6181,348.1618,-2.4000
91.2,5,373.3601,347.9944,-2.5000
91.21,5,374.1023,347.8275,-2.6000
91.22,5,374.8448,347.6611,-2.7000
91.23,5,375.5875,347.4951,-2.7000
91.24,5,376.3305,347.3296,-2.8000
91.25,5,377.0737,347.1645,-2.9000
91.26,5,377.8171,346.9999,-3.0000
91.27,5,378.5607,346.8358,-3.1000
91.28,5,379.3046,346.6721,-3.2000
91.29,5,380.0486,346.5088,-3.3000
91.3,5,380.7928,346.3460,-3.3000
91.31,5,381.5371,346.1836,-3.4000
91.32,5,382.2816,346.0217,-3.5000
91.33,5,383.0262,345.8602,-3.6000
91.34,5,383.7710,345.6991,-3.7000
91.35,5,384.5159,345.5385,-3.7000
91.36,5,385.2609,345.3783,-3.8000
91.37,5,386.0059,345.2185,-3.9000
91.38,5,386.7511,345.0592,-4.0000
91.39,5,387.4963,344.9003,-4.1000
91.4,5,388.2416,344.7418,-4.1000
91.41,5,388.9870,344.5837,-4.2000
91.42,5,389.7324,344.4260,-4.3000
91.43,5,390.4778,344.2688,-4.4000
91.44,5,391.2233,344.1119,-4.4000
91.45,5,391.9687,343.9555,-4.5000
91.46,5,392.7142,343.7994,-4.6000
91.47,5,393.4596,343.6438,-4.7000
91.48,5,394.2050,343.4886,-4.8000
91.49,5,394.9504,343.3338,-4.8000
91.5,5,395.6958,343.1793,-4.9000
91.51,5,396.4411,343.0253,-5.0000
92.71,3,200.0000,333.5675,-4.8000
92.72,3,200.0000,333.7394,-4.6000
92.73,3,200.0000,333.9113,-4.3000
92.74,3,200.0000,334.0832,-4.1000
92.75,3,200.0000,334.2551,-3.8000
92.76,3,200.0000,334.4270,-3.6000
92.77,3,200.0000,334.5988,-3.3000
92.78,3,200.0000,334.7707,-3.1000
92.79,3,200.0000,334.9426,-2.8000
92.8,3,200.0000,335.1145,-2.6000
92.81,3,200.0000,335.2864,-2.3000
92.82,3,200.0000,335.4583,-2.1000
92.83,3,200.0000,335.6302,-1.8000
92.84,3,200.0000,335.8021,-1.6000
92.85,3,200.0000,335.9739,-1.3000
92.86,3,200.0000,336.1458,-1.1000
92.87,3,200.0000,336.3177,-0.8000
92.88,3,200.0000,336.4896,-0.6000
92.89,3,200.0000,336.6615,-0.3000
92.9,3,200.0000,336.8334,0.0000
92.91,3,200.0000,337.0053,0.2000
92.92,3,200.0000,337.1771,0.5000
92.93,3,200.0000,337.3490,0.7000
92.94,3,200.0000,337.5209,1.0000
92.95,3,200.0000,337.6928,1.2000
92.96,3,200.0000,337.8647,1.5000
92.97,3,200.0000,338.0366,1.7000
92.98,3,200.0000,338.2085,2.0000
92.99,3,200.0000,338.3804,2.2000
93,3,200.0000,338.5522,2.5000
93.01,3,200.0000,338.7241,2.7000
93.02,3,200.0000,338.8960,3.0000
93.03,3,200.0000,339.0679,3.2000
93.04,3,200.0000,339.2398,3.5000
93.05,3,200.0000,339.4117,3.7000
93.06,3,200.0000,339.5836,4.0000
93.07,3,200.0000,339.7555,4.2000
93.08,3,200.0000,339.9273,4.5000
93.09,3,200.0000,340.0992,4.7000
93.1,3,200.0000,340.2711,5.0000
106.27,1,282.8427,225.0000,-4.9000
106.28,1,282.8427,225.0000,-4.8000
106.29,1,282.8427,225.0000,-4.8000
106.3,1,282.8427,225.0000,-4.7000
106.31,1,282.8427,225.0000,-4.6000
106.32,1,282.8427,225.0000,-4.5000
106.33,1,282.8427,225.0000,-4.4000
106.34,1,282.8427,225.0000,-4.4000
106.35,1,282.8427,225.0000,-4.3000
106.36,1,282.8427,225.0000,-4.2000
106.37,1,282.8427,225.0000,-4.1000
106.38,1,282.8427,225.0000,-4.0000
106.39,1,282.8427,225.0000,-4.0000
106.4,1,282.8427,225.0000,-3.9000
106.41,1,282.8427,225.0000,-3.8000
106.42,1,282.8427,225.0000,-3.7000
106.43,1,282.8427,225.0000,-3.6000
106.44,1,282.8427,225.0000,-3.6000
106.45,1,282.8427,225.0000,-3.5000
106.46,1,282.8427,225.0000,-3.4000
106.47,1,282.8427,225.0000,-3.3000
106.48,1,282.8427,225.0000,-3.2000
106.49,1,282.8427,225.0000,-3.2000
106.5,1,282.8427,225.0000,-3.1000
106.51,1,282.8427,225.0000,-3.0000
106.52,1,282.8427,225.0000,-2.9000
106.53,1,282.8427,225.0000,-2.8000
106.54,1,282.8427,225.0000,-2.8000
106.55,1,282.8427,225.0000,-2.7000
106.56,1,282.8427,225.0000,-2.6000
106.57,1,282.8427,225.0000,-2.5000
106.58,1,282.8427,225.0000,-2.4000
106.59,1,282.8427,225.0000,-2.4000
106.6,1,282.8427,225.0000,-2.3000
106.61,1,282.8427,225.0000,-2.2000
106.62,1,282.8427,225.0000,-2.1000
106.63,1,282.8427,225.0000,-2.0000
106.64,1,282.8427,225.0000,-2.0000
106.65,1,282.8427,225.0000,-1.9000
106.66,1,282.8427,225.0000,-1.8000
106.67,1,282.8427,225.0000,-1.7000
106.68,1,282.8427,225.0000,-1.6000
106.69,1,282.8427,225.0000,-1.6000
106.7,1,282.8427,225.0000,-1.5000
106.71,1,282.8427,225.0000,-1.4000
106.72,1,282.8427,225.0000,-1.3000
106.73,1,282.8427,225.0000,-1.2000
106.74,1,282.8427,225.0000,-1.2000
106.75,1,282.8427,225.0000,-1.1000
106.76,1,282.8427,225.0000,-1.0000
106.77,1,282.8427,225.0000,-0.9000
106.78,1,282.8427,225.0000,-0.8000
106.79,1,282.8427,225.0000,-0.8000
106.8,1,282.8427,225.0000,-0.7000
106.81,1,282.8427,225.0000,-0.6000
106.82,1,282.8427,225.0000,-0.5000
106.83,1,282.8427,225.0000,-0.4000
106.84,1,282.8427,225.0000,-0.4000
106.85,1,282.8427,225.0000,-0.3000
106.86,1,282.8427,225.0000,-0.2000
106.87,1,282.8427,225.0000,-0.1000
106.88,1,282.8427,225.0000,0.0000
106.89,1,282.8427,225.0000,0.0000
106.9,1,282.8427,225.0000,0.1000
106.91,1,282.8427,225.0000,0.2000
106.92,1,282.8427,225.0000,0.3000
106.93,1,282.8427,225.0000,0.4000
106.94,1,282.8427,225.0000,0.4000
106.95,1,282.8427,225.0000,0.5000
106.96,1,282.8427,225.0000,0.6000
106.97,1,282.8427,225.0000,0.7000
106.98,1,282.8427,225.0000,0.8000
106.99,1,282.8427,225.0000,0.8000
107,1,282.8427,225.0000,0.9000
107,3,200.0000,219.1945,-4.9000
107.01,1,282.8427,225.0000,1.0000
107.01,3,200.0000,219.3664,-4.6000
107.02,1,282.8427,225.0000,1.1000
